brand,category,classification_path,datasheet_url,long_description,model_number,product_image_url,product_name,scraped_timestamp,short_description,source_url,subcategory,technical_specs,type_id,classification_name,classification_reasoning
Flex,Accessories,115547.116749.117008.117017,,"Tools and accessories are neatly stored in the 44 compartments and inside pockets of the tool bag. Individual options thanks to compartments on the inside and outside, as well as a removable divider with many compartments in the centre of the bag. The robust bag is made of high-quality, double-layered polyester material. The bag has a shoulder strap with shoulder pad and a swivelling carrying handle for convenient transport. The tool bag can be attached to the lid of the boxes using the quick-release fastener.",,https://www.flex-tools.com/_next/image?url=https%3A%2F%2Fhub.flex-tools.com%2F_f%2Ff24%2Ff245d93b212ae06e62b5cf659791aa47d16a48ea%2FPRO_PHO_MAI_z533243-01.webp&w=3840&q=75,TKL SP TT - FLEX,2025-12-12T18:40:41.805818,,https://www.flex-tools.com/en/accessories/carrying-case-system/tkl-sp-tt,Carrying Case System,"{""dimensions wxlxh"": ""398 x 390 x 410 mm"", ""packaging unit"": ""1 Cont.""}",117017,Component for electrical tool (accessories),"The product is a tool bag with compartments and pockets for storing tools and accessories, which aligns with the 'Component for electrical tool (accessories)' category. This category is the most relevant as it encompasses accessories for tools, and a tool bag is an accessory used to carry and organize tools."
Flex,Accessories,115547.116749.117008.117017,,"Tools and accessories always to hand. The bag is made of high-quality, double-layered polyester material and has 6 compartments. With practical hook and metal clip for attaching to the belt or tool carrier rails on the STACK PACK boxes. The tool bag can also be attached to the lid of the boxes using the quick-release fastener.",,https://www.flex-tools.com/_next/image?url=https%3A%2F%2Fhub.flex-tools.com%2F_f%2F84c%2F84ca8e9240b45e4cea03a456cdca0566af312739%2FPRO_PHO_MAI_z533244-01.webp&w=3840&q=75,TKA SP TP - FLEX,2025-12-12T18:40:43.925799,,https://www.flex-tools.com/en/accessories/carrying-case-system/tka-sp-tp,Carrying Case System,"{""dimensions wxlxh"": ""260 x 200 x 40 mm"", ""packaging unit"": ""1 Cont.""}",117017,Component for electrical tool (accessories),"The product is a tool bag with compartments and attachments, which suggests it is an accessory for tools. Among the given options, 'Component for electrical tool (accessories)' is the most relevant category as it directly pertains to accessories, even though the product description does not explicitly mention electrical tools. This choice is based on the process of elimination and the understanding that tool bags are generally considered accessories for tools, making this the closest match among the provided options."
Flex,Accessories,115547.116749.117001.117007,,"The worktop can be used to transform the STACK PACK system into a mobile work surface. It has a robust, renewable plywood panel that is easy to transport and can be taken straight to the construction site. The worktop can be easily attached to the lid of the boxes using interlocking quick-release fasteners. It also contains storage compartments and holders for tools.",,https://www.flex-tools.com/_next/image?url=https%3A%2F%2Fhub.flex-tools.com%2F_f%2F40b%2F40be0d63188a35cc837f6b732b5e5fa2a313933f%2FPRO_PHO_MAI_z533245-01.webp&w=3840&q=75,TKA SP WT - FLEX,2025-12-12T18:40:45.502956,,https://www.flex-tools.com/en/accessories/carrying-case-system/tka-sp-wt,Carrying Case System,"{""dimensions wxlxh"": ""546 x 398 x 54 mm"", ""protection class"": ""IP65"", ""packaging unit"": ""1 Cont.""}",117007,Component for rechargeable tool (accessories),"The product is a worktop that can be attached to a carrying case system, which suggests it is an accessory for a tool. The description mentions it has storage compartments and holders for tools, indicating it is related to tool organization and transport. Among the given options, 'Component for rechargeable tool (accessories)' seems the most relevant as it implies an accessory that can be used with tools, which aligns with the product's purpose of transforming a carrying case system into a mobile work surface."
Flex,Accessories,115547.116749.117008.117017,,"Tools and accessories can be easily transported to the construction site with the robust STACK PACK storage and transport system. Interlocking quick-connect fasteners allow fast, flexible and effortless connection of the individual boxes so that the storage system can be assembled according to the users specific needs. Fastening points secure the load for transport on the trolley. The trolley has 4 robust swivel castors, two of which are lockable. Load-bearing capacity up to 115 kg.&lt;br /&gt;",,https://www.flex-tools.com/_next/image?url=https%3A%2F%2Fhub.flex-tools.com%2F_f%2F1f5%2F1f5c1803243ea9dc7afab73c8c33c3456347e89b%2FPRO_PHO_MAI_z533246-01.webp&w=3840&q=75,TKA SP RD - FLEX,2025-12-12T18:40:47.563702,,https://www.flex-tools.com/en/accessories/carrying-case-system/tka-sp-rd,Carrying Case System,"{""dimensions wxlxh"": ""583 x 407 x 200 mm"", ""loading capacity"": ""115 kg"", ""protection class"": ""IP65"", ""packaging unit"": ""1 Cont.""}",117017,Component for electrical tool (accessories),"The product is a storage and transport system for tools and accessories, which can be classified as an accessory for electrical tools. Among the given options, 'Component for electrical tool (accessories)' is the most suitable category as it directly relates to accessories for tools, which aligns with the product's purpose."
Flex,Accessories,115547.116749.117008.117017,,"Tools and accessories can be easily transported to the construction site with the robust STACK PACK storage and transport system. The boxes are made of impact-resistant plastic with aluminium-reinforced corners, protecting tools and accessories from the toughest construction site conditions. The boxes have a durable metal latch, with additional handles ensuring flexible and comfortable handling. Interlocking quick-connect fasteners allow fast, flexible and effortless connection of the individual boxes so that the storage system can be assembled according to the users specific needs. The set consists of a worktop, two drawer boxes, one with 3 drawers and one with 2 drawers, and the trolley. Ideal for storing accessories and small parts. The contents are always perfectly organised and ready to hand.",TKL SP SET 2,https://www.flex-tools.com/_next/image?url=https%3A%2F%2Fhub.flex-tools.com%2F_f%2F92c%2F92c26cbf7a4a235470a2431a39344a12ac858730%2FPRO_PHO_MAI_z533247.webp&w=3840&q=75,TKL SP SET 2 - FLEX,2025-12-12T18:40:48.838449,,https://www.flex-tools.com/en/accessories/carrying-case-system/tkl-sp-set-2,Carrying Case System,"{""dimensions wxlxh"": ""370 x 560 x 980 mm"", ""packaging unit"": ""1 Cont."", ""loading capacity"": ""65 kg"", ""protection class"": ""IP65""}",117017,Component for electrical tool (accessories),"The product is a storage and transport system for tools and accessories, which can be classified as an accessory for electrical tools or equipment. Among the given options, 'Component for electrical tool (accessories)' is the most suitable category as it encompasses a broad range of tool accessories, including storage and transport systems."
Flex,Accessories,115547.116749.117008.117017,,"Tools and accessories can be easily transported to the construction site with the robust STACK PACK storage and transport system. The boxes are made of impact-resistant plastic with aluminium-reinforced corners, protecting tools and accessories from the toughest construction site conditions. The boxes have a durable metal latch, with additional handles ensuring flexible and comfortable handling. Interlocking quick-connect fasteners allow fast, flexible and effortless connection of the individual boxes so that the storage system can be assembled according to the users specific needs. The garage box has a large storage space that is ideal for tools such as circular hand saws. The automatically-locking door closes securely and prevents opening during transport.",,https://www.flex-tools.com/_next/image?url=https%3A%2F%2Fhub.flex-tools.com%2F_f%2F9ee%2F9eec3a46588b12e5fa36d758286ba1ddc6082ae4%2FPRO_PHO_MAI_z533241-01.webp&w=3840&q=75,TKL SP CB - FLEX,2025-12-12T18:40:50.728112,,https://www.flex-tools.com/en/accessories/carrying-case-system/tkl-sp-cb,Carrying Case System,"{""dimensions wxlxh"": ""559 x 391 x 410 mm"", ""loading capacity"": ""35 kg"", ""protection class"": ""IP65"", ""packaging unit"": ""1 Cont.""}",117017,Component for electrical tool (accessories),"The product is a storage and transport system for tools and accessories, which can be classified as an accessory for electrical tools. Among the given options, 'Component for electrical tool (accessories)' is the most suitable category as it encompasses a broad range of tool accessories, including storage and transport systems."
Flex,Accessories,115547.116749.117008.117017,,"Tools and accessories can be easily transported to the construction site with the robust STACK PACK storage and transport system. The boxes are made of impact-resistant plastic with aluminium-reinforced corners, protecting tools and accessories from the toughest construction site conditions. The boxes have a durable metal latch, with additional handles ensuring flexible and comfortable handling. Interlocking quick-connect fasteners allow fast, flexible and effortless connection of the individual boxes so that the storage system can be assembled according to the users specific needs. The drawer box has self-locking mechanisms that close securely and prevent the drawers from opening during transport. Robust steel rails guarantee smooth running of the drawer, including dividers for customised partitioning. With 2 drawers, height 89 and 200 mm.",TKL SP 2DB,https://www.flex-tools.com/_next/image?url=https%3A%2F%2Fhub.flex-tools.com%2F_f%2Fcf6%2Fcf69302856819195862c127bc6e383d5976b75f2%2FPRO_PHO_MAI_z533240-01.webp&w=3840&q=75,TKL SP 2DB - FLEX,2025-12-12T18:40:52.942130,,https://www.flex-tools.com/en/accessories/carrying-case-system/tkl-sp-2db,Carrying Case System,"{""dimensions wxlxh"": ""559 x 391 x 410 mm"", ""loading capacity"": ""35 kg"", ""protection class"": ""IP65"", ""packaging unit"": ""1 Cont.""}",117017,Component for electrical tool (accessories),"The product is a storage and transport system for tools and accessories, which can be classified as an accessory for electrical tools. Among the given options, 'Component for electrical tool (accessories)' is the most suitable category as it encompasses storage and transport systems for tools and accessories."
Flex,Accessories,115547.116749.117001.117007,,"Tools and accessories can be easily transported to the construction site with the robust STACK PACK storage and transport system. The boxes are made of impact-resistant plastic with aluminium-reinforced corners, protecting tools and accessories from the toughest construction site conditions. The boxes have a durable metal latch, with additional handles ensuring flexible and comfortable handling. Interlocking quick-connect fasteners allow fast, flexible and effortless connection of the individual boxes so that the storage system can be assembled according to the users specific needs. The drawer box has self-locking mechanisms that close securely and prevent the drawers from opening during transport. Robust steel rails guarantee smooth running of the drawer, including dividers for customised partitioning. With 3 drawers, height 89 mm.",TKL SP 3DB,https://www.flex-tools.com/_next/image?url=https%3A%2F%2Fhub.flex-tools.com%2F_f%2Fb45%2Fb45bc575edb71c196fe13cfc86c8f97ee973884d%2FPRO_PHO_MAI_z533239-01.webp&w=3840&q=75,TKL SP 3DB - FLEX,2025-12-12T18:40:54.995278,,https://www.flex-tools.com/en/accessories/carrying-case-system/tkl-sp-3db,Carrying Case System,"{""dimensions wxlxh"": ""559 x 391 x 410 mm"", ""loading capacity"": ""35 kg"", ""protection class"": ""IP65"", ""packaging unit"": ""1 Cont.""}",117007,Component for rechargeable tool (accessories),"The product is a carrying case system, which is an accessory for tools. The type 'Component for rechargeable tool (accessories)' is the most relevant, as it implies a relation to tools and accessories, even though the product itself is not an electrical tool."
Flex,Accessories,115547.116749.117008.117017,,"Tools and accessories can be easily transported to the construction site with the robust STACK PACK storage and transport system. The boxes are made of impact-resistant plastic with aluminium-reinforced corners, protecting tools and accessories from the toughest construction site conditions. The boxes have a durable metal latch, with additional handles ensuring flexible and comfortable handling. Interlocking quick-connect fasteners allow fast, flexible and effortless connection of the individual boxes so that the storage system can be assembled according to the users specific needs. Small parts and accessories are neatly stored in eight deep compartments in the Deep Organiser. The transparent lid provides a clear and unobstructed view of the organiser's contents. Removable dividers allow for customised storage combinations. The organiser has securely-closing, two-part metal fasteners.",,https://www.flex-tools.com/_next/image?url=https%3A%2F%2Fhub.flex-tools.com%2F_f%2F568%2F5689f9cd3b0fcf9d3d3427c0f27d81eeb170bc2b%2FPRO_PHO_MAI_z533242-01.webp&w=3840&q=75,TKL SP DO - FLEX,2025-12-12T18:40:57.090552,,https://www.flex-tools.com/en/accessories/carrying-case-system/tkl-sp-do,Carrying Case System,"{""dimensions wxlxh"": ""500 x 333 x 140 mm"", ""loading capacity"": ""30 kg"", ""protection class"": ""IP65"", ""packaging unit"": ""1 Cont.""}",117017,Component for electrical tool (accessories),"The product is a storage and transport system for tools and accessories, which can be classified as an accessory for electrical tools or equipment. Among the given options, 'Component for electrical tool (accessories)' is the most suitable category as it encompasses a broad range of accessories, including storage and transport systems, for various electrical tools and equipment."
Flex,Accessories,115547.116749.117008.117017,,"Tools and accessories can be easily transported to the construction site with the robust STACK PACK storage and transport system. The boxes are made of impact-resistant plastic with aluminium-reinforced corners, protecting tools and accessories from the toughest construction site conditions. The boxes have a durable metal latch, with additional handles ensuring flexible and comfortable handling. Interlocking quick-connect fasteners allow fast, flexible and effortless connection of the individual boxes so that the storage system can be assembled according to the users specific needs. Hand tools, consumables and accessories are quickly stowed away in the robust, open-top crate and are easy to transport.",,https://www.flex-tools.com/_next/image?url=https%3A%2F%2Fhub.flex-tools.com%2F_f%2Fb6d%2Fb6d967009992369f8f5a54d742d2c5b60459a5dd%2FPRO_PHO_MAI_z533238-01.webp&w=3840&q=75,TKL SP C - FLEX,2025-12-12T18:40:59.632920,,https://www.flex-tools.com/en/accessories/carrying-case-system/tkl-sp-c,Carrying Case System,"{""dimensions wxlxh"": ""560 x 397 x 261 mm"", ""loading capacity"": ""35 kg"", ""protection class"": ""IP65"", ""packaging unit"": ""1 Cont.""}",117017,Component for electrical tool (accessories),"The product is a carrying case system, which is an accessory for tools and equipment. Among the given options, 'Component for electrical tool (accessories)' is the most relevant category as it implies a broader range of tool accessories, including carrying cases, which are not specifically tied to electrical tools but can be used for various types of equipment and tools."
