brand,product_name,model_number,category,subcategory,technical_specs,short_description,long_description,product_image_url,datasheet_url,type_id,classification_path,source_url,classification_name,classification_reasoning
Sika,Sikafloor®-161 G,161,Flooring And Coating,Industrial Flooring,"{""part a"": ""23.10 kg"", ""resin - part a"": ""Brownish-transparent, liquid"", ""10 c"": ""24 h"", ""20 c"": ""~30 min"", ""30 c"": ""8 h"", ""substrate temperature"": ""Minimum"", ""coating system"": ""Product"", ""priming"": ""1 - 2 x Sikafloor®-161 G"", ""levelling mortar fine surface roughness  1 mm"": ""1 pbw Sikafloor®-161 G + 0.5 pbw quartz sand (0.1 - 0.3 mm)"", ""packaging"": ""Part A23.10 kgPart B 4.90 kg Part A + B 28 kg ready to mix units"", ""colour"": ""Resin - Part ABrownish-transparent, liquid Hardener - Part B Transparent, liquid"", ""composition"": ""Epoxy resin"", ""shelf_life"": ""12 months from date of production"", ""storage_conditions"": ""The packaging must be stored properly in original, unopened and undamaged sealed packaging, in dry conditions at temperatures between +5 °C and +30 °C. Protect from direct sunlight, heat and moisture."", ""density"": ""Part A  ~1.73 kg/l  Part B  ~1.0 kg/l  Mixed Resin  ~1.55 kg/l  \n  All density values at +23 °C""}","Sikafloor®-161 G is an economic, two part, medium viscosity epoxy resin. Suitable for use in hot and tropical climatic conditions.","Sikafloor®-161 G is an economic, two part, medium viscosity epoxy resin. Suitable for use in hot and tropical climatic conditions.",,,119494,118814.119445.119493.119494,https://gcc.sika.com/en/construction/flooring-and-coating/industrial-flooring/epoxy-flooring/sikafloor-161-g.html,Floor coating (liquid),"The product Sikafloor-161 G is described as a two-part, medium viscosity epoxy resin, which is suitable for use as a floor coating. The candidate with id 119494, 'Floor coating (liquid)', is the most specific and accurate type-level category for this product, as it directly matches the product's description and intended use."
Sika,Sikafloor®-264,264,Flooring And Coating,Industrial Flooring,"{""resin - part a"": ""Coloured, liquid"", ""hardener - part b"": ""Transparent, liquid"", ""part a"": ""~1.64 kg/l"", ""part b"": ""~1.00 kg/l"", ""mixed resin"": ""~1.40 kg/l"", ""76 7 d  23 c"": ""(DIN 53 505)"", ""41 mg cs 10  1000  1000 8 d  23 c"": ""(DIN 53 505)"", ""resin filled 1  09 with f34 53 nmm"": ""(EN196-1)"", ""resin filled 1  09 with f34 20 nmm"": ""(EN 196-1)"", ""15 nmm² failure in concrete"": ""(ISO 4624)"", ""exposure"": ""Dry heat"", ""permanent"": ""+50 °C"", ""short-term max 7 d"": ""+80 °C"", ""short-term max 12 h"": ""+100 °C"", ""substrate temperature"": ""Minimum"", ""10 c"": ""~72 h"", ""20 c"": ""~24 h"", ""30 c"": ""~18 h"", ""temperature"": ""Foot traffic"", ""packaging"": ""Please refer to local country price list for available packaging sizes: \n   Part A  3.95 kg containers  Part B  1.05 kg containers  Part A + B  5 kg ready to mix units  \n   \n   Part A  15.8 kg containers  Part B  4.2 kg containers  Part A + B  20 kg ready to mix units  \n   \n   Part A  19.75 kg containers  Part B  5.25 kg containers  Part A + B  25 kg ready to mix units  \n   \n   Part A  3 drums 220 kg  Part B  1 drum 177 kg  Part A + B  3 drums Part A (220 kg) + 1 drum part B (177 kg) = 837 kg"", ""colour"": ""Resin - Part AColoured, liquidHardener - Part BTransparent, liquidExtended colour range \n  RAL 1001, 6021, 7030, 7032, 7035, 7037, 7038, 7040, 7042, 9002 Other colours on request.\n  Under direct sun light there may be some discolouration and colour variation; this has no influence on the function and performance of the coating."", ""composition"": ""Epoxy"", ""shelf_life"": ""24 months from date of production"", ""storage_conditions"": ""The product must be stored in original, unopened and undamaged sealed packaging in dry conditions at temperatures between +5 °C and +30 °C."", ""density"": ""Part A~1.64 kg/lPart B~1.00 kg/lMixed resin~1.40 kg/l\n  All Density values at +23 °C.""}",Sikafloor®-264 is a two part coloured epoxy resin. Suitable for use in hot and tropical climatic conditions. Please refer to local country price list for available packaging sizes:,Sikafloor®-264 is a two part coloured epoxy resin. Suitable for use in hot and tropical climatic conditions.,,,119506,118814.119445.119500.119506,https://gcc.sika.com/en/construction/flooring-and-coating/industrial-flooring/epoxy-flooring/sikafloor-264.html,Epoxy resin floor,"The product Sikafloor-264 is described as a two-part coloured epoxy resin, which directly matches the description of the type 'Epoxy resin floor'. This type is the most specific and relevant category for the product, making it the best choice for classification."
Sika,Sikagard®-65 WN BH,65,Flooring And Coating,Industrial Coating,"{""temperature"": ""+20 °C"", ""minimum curing time before transportation of segments"": ""12 hours"", ""fully cured"": ""10 days"", ""single coat application on segments"": ""1 x Sikagard®-65 WN BH"", ""double coat application on segments"": ""1 x Sikagard®-65 WN BH"", ""packaging"": ""20 kg sets (Part A + B)"", ""colour"": ""Grey"", ""composition"": ""Water-dispersed epoxy resin"", ""shelf_life"": ""12 months from date of production."", ""storage_conditions"": ""Store in unopened, undamaged and sealed original packaging in dry conditions at temperatures between +5 °C and +30 °C. Protect from direct sunlight, heat and moisture."", ""density"": ""~1.35 kg/l (at +20°C, mixed A and B)""}","Sikagard®-65 WN BH is a solvent-free, water-dispersed, two part epoxy resin for curing and protection of precast concrete segments immediately after de-moulding. It is designed and formulated to meet high durability demands in aggressive environments. Suitable for use in hot and tropical climatic conditions.","Sikagard®-65 WN BH is a solvent-free, water-dispersed, two part epoxy resin for curing and protection of precast concrete segments immediately after de-moulding. It is designed and formulated to meet high durability demands in aggressive environments. Suitable for use in hot and tropical climatic conditions.",,,119494,118814.119445.119493.119494,https://gcc.sika.com/en/construction/flooring-and-coating/industrial-coating/sikagard-65-wn-bh.html,Floor coating (liquid),"The product Sikagard-65 WN BH is a solvent-free, water-dispersed, two-part epoxy resin for curing and protection of precast concrete segments, which aligns with the characteristics of a floor coating (liquid). The product's description and technical specs indicate it is applied as a liquid coating, making 'Floor coating (liquid)' the most suitable type-level category."
Sika,Sikafloor®-263 SL,263,Flooring And Coating,Industrial Flooring,"{""part a"": ""~1.50 kg/l"", ""30 c"": ""16 h"", ""10c"": ""~ 72 hours"", ""20c"": ""~ 24 hours"", ""30c"": ""~ 18 hours"", ""packaging"": ""Please refer to local country price list for available packaging sizes: \n   Part A  15.8 kg containers  Part B  4.2 kg containers  Part A + B  20 kg ready to mix units  \n   \n   Part A  19.75 kg containers  Part B  5.25 kg containers  Part A + B  25 kg ready to mix units"", ""colour"": ""Resin - Part A  Coloured, liquid  Hardener - Part B  Transparent, liquid  \n  Available in various colour shades, please request Sika sales representative for colour chart. \n  Under direct sun light there may be some discolouration and colour variation; this has no influence on the function and performance of the coating."", ""composition"": ""Pigmented epoxy resin"", ""shelf_life"": ""24 months from date of production"", ""storage_conditions"": ""The product must be stored in original, unopened and undamaged sealed packaging in dry conditions at temperatures between +5 °C and +30 °C."", ""density"": ""Part A~1.50 kg/l Part B  ~1.00 kg/l  Mixed resin ~1.44 kg/l Filled resin in ratio (1:1) with Sikadur®-504 ~1.83 kg/l Filled resin in ratio (1:1.25) with Sikadur®-504 ~1.89 kg/l \n  Note: All Density values at +23 °C.""}","Sikafloor®-263 SL is a two part (filler supplied separately), self-smoothing, pigmented, epoxy resin for flooring application. Suitable for use in hot and tropical climatic conditions. Please refer to local country price list for available packaging sizes:","Sikafloor®-263 SL is a two part (filler supplied separately), self-smoothing, pigmented, epoxy resin for flooring application. Suitable for use in hot and tropical climatic conditions.",,,119506,118814.119445.119500.119506,https://gcc.sika.com/en/construction/flooring-and-coating/industrial-flooring/epoxy-flooring/sikafloor-263-sl.html,Epoxy resin floor,"The product Sikafloor-263 SL is described as a two-part, self-smoothing, pigmented, epoxy resin for flooring application, which directly matches the description of 'Epoxy resin floor'. This type is the most specific and accurate classification for the product."
Sika,Sikafloor®-305 W ESD,305,Flooring And Coating,Industrial Flooring,"{""container part a"": ""8.5 kg"", ""container part b"": ""1.5 kg"", ""container part a  part b"": ""10 kg"", ""part a"": ""6 months from date of production"", ""part b"": ""12 months from date of production"", ""cured appearance"": ""matt finish"", ""15 nmm² failure in concrete"": ""(EN 1542)"", ""body voltage generation"": ""< 100 V"", ""part a  part b by weight"": ""85 : 15"", ""30c"": ""16 hours"", ""packaging"": ""Container Part A8.5 kgContainer Part B1.5 kgContainer Part A + Part B10 kg\n  Refer to the current price list for available packaging variations."", ""colour"": ""Part Acoloured, liquidPart Byellowish, liquidCured appearancematt finish"", ""composition"": ""Water-based polyurethane"", ""shelf_life"": ""Part A6 months from date of productionPart B12 months from date of production"", ""storage_conditions"": ""The Product must be stored in original, unopened and undamaged sealed packaging in dry conditions at temperatures between +5°C and +30°C. Always refer to packaging. \n  Refer to the current Safety Data Sheet for information on safe handling and storage."", ""density"": ""Part A  ~1.40 kg/l  Part B  ~1.16 kg/l  Mixed Product  ~1.36 kg/l""}","Sikafloor®-305 W ESD is a two part water-based, low VOC, polyurethane, coloured, matt ESD seal coat. It is used with the Sikafloor® epoxy and polyurethane flooring systems.","Sikafloor®-305 W ESD is a two part water-based, low VOC, polyurethane, coloured, matt ESD seal coat. It is used with the Sikafloor® epoxy and polyurethane flooring systems.",,,119494,118814.119445.119493.119494,https://gcc.sika.com/en/construction/flooring-and-coating/industrial-flooring/polyurethane-flooring/sikafloor-305-wesd.html,Floor coating (liquid),"The product Sikafloor-305 W ESD is a two-part water-based, low VOC, polyurethane, coloured, matt ESD seal coat, which matches the description of a floor coating (liquid). It is used with epoxy and polyurethane flooring systems, further supporting its classification as a floor coating."
Sika,Sika® Permacor®-2330,2330,Flooring And Coating,Industrial Coating,"{""by weight"": ""100 : 15"", ""by volume"": ""5.1 : 1"", ""10 c after"": ""18 h"", ""15 c after"": ""10 h"", ""20 c after"": ""8 h"", ""25 c after"": ""6 h"", ""30 c after"": ""4 h"", ""voc"": ""~36.0 g/m"", ""packaging"": ""Sika® Permacor®-2330  28.75 kg and 11.5 kg net."", ""colour"": ""RAL- and NCS-colour shades, glossyOthers upon request."", ""shelf_life"": ""2 years"", ""storage_conditions"": ""In originally sealed containers in a cool and dry environment."", ""density"": ""~1.3 kg/l""}",Sika® Permacor®-2330 is a 2-pack acrylic polyurethane top coat. Suitable for use in hot and tropical climatic conditions.,Sika® Permacor®-2330 is a 2-pack acrylic polyurethane top coat. Suitable for use in hot and tropical climatic conditions.,,,119494,118814.119445.119493.119494,https://gcc.sika.com/en/construction/flooring-and-coating/industrial-coating/sika-permacor-2330.html,Floor coating (liquid),"The product Sika Permacor-2330 is described as a 2-pack acrylic polyurethane top coat, which is suitable for use in hot and tropical climatic conditions. This description aligns with the characteristics of a floor coating, particularly a liquid one. Among the provided options, 'Floor coating (liquid)' is the most specific and relevant category for this product, making it the best choice for classification."
Sika,Sikagard®-63 N,63,Flooring And Coating,Industrial Coating,"{""part a"": ""8.70 kg container"", ""part b"": ""1.3 kg container"", ""part a  b"": ""10 kg ready to mix unit"", ""mixed resin 135 kgl"": ""(EN ISO 2811-1)"", ""15 nmm"": ""(EN 24624)"", ""10 nmm"": ""(EN 24624)"", ""exposure"": ""Dry heat"", ""permanent"": ""+40 °C"", ""max 3 days"": ""+60 °C"", ""temperature"": ""Minimum"", ""10 c"": ""9 h"", ""20 c"": ""5 h"", ""30 c"": ""4 h"", ""packaging"": ""Part A8.70 kg containerPart B1.3 kg containerPart A + B10 kg ready to mix unit"", ""colour"": ""RAL 7032 (pebble grey), other on request"", ""composition"": ""Epoxy resin"", ""shelf_life"": ""12 month from date of production"", ""storage_conditions"": ""The packaging must be stored properly in original, unopend and undamaged sealed packaging, in dry conditions at temperatures between +5 °C and +30 °C. Protected from direct sunlight."", ""density"": ""Mixed resin ~1.35 kg/l(EN ISO 2811-1)\n  Density values determined at +23 °C""}","Sikagard®-63 N is a two part, rigid, total solid, coloured epoxy resin based protective coating.","Sikagard®-63 N is a two part, rigid, total solid, coloured epoxy resin based protective coating. Suitable for use in hot and tropical climates.",,,119494,118814.119445.119493.119494,https://gcc.sika.com/en/construction/flooring-and-coating/industrial-coating/sikagard-63-n.html,Floor coating (liquid),"The product Sikagard-63 N is described as a two-part, rigid, total solid, colored epoxy resin-based protective coating, which is suitable for use in hot and tropical climates. This description aligns closely with the characteristics of a floor coating, particularly one that is liquid in application. The product's composition and intended use as a protective coating for floors make 'Floor coating (liquid)' the most appropriate type-level category."
Sika,Sikagard®-62,62,Flooring And Coating,Industrial Coating,"{""part a"": ""3.75 kg drums"", ""part b"": ""1.25 kg drums"", ""80"": ""(DIN 5305)"", ""max 12 h"": ""+100°C"", ""30c"": ""~10 min"", ""packaging"": ""Part A3.75 kg drumsPart B1.25 kg drums"", ""colour"": ""RAL 7032 (pebble grey), other on request"", ""composition"": ""Epoxy resin"", ""shelf_life"": ""Part A: 18 months Part B: 18 months From date of production if stored properly."", ""storage_conditions"": ""The packaging must be stored properly in original, unopened and undamaged sealed packaging, in dry conditions at temperatures between +5°C and +30°C. Protected from direct sunlight."", ""density"": ""Part A  ~1.45 kg/l  Part B  ~1.02 kg/l  \n   \n  Mixed resin ~1.37 kg/l \n  Density values determined at +23°C""}","Sikagard®-62 is a two part, rigid, 100 % solids, coloured high build epoxy resin based protective coating. Suitable for hot and tropical climatic conditions.","Sikagard®-62 is a two part, rigid, 100 % solids, coloured high build epoxy resin based protective coating. Suitable for hot and tropical climatic conditions.",,,119494,118814.119445.119493.119494,https://gcc.sika.com/en/construction/flooring-and-coating/industrial-coating/sikagard-62.html,Floor coating (liquid),"The product Sikagard-62 is described as a two-part, rigid, 100% solids, colored high build epoxy resin based protective coating, which is suitable for hot and tropical climatic conditions. This description aligns closely with the characteristics of a floor coating, especially one that is liquid in application. The product's composition as an epoxy resin and its packaging in drums for application also support this classification. Among the provided options, 'Floor coating (liquid)' is the most specific and relevant category for Sikagard-62, given its properties and intended use."
Sika,SikaCor® EG-5,5,Flooring And Coating,Industrial Coating,"{""sikacor eg-5"": ""30 kg and 10 kg net."", ""by weight"": ""90 : 10"", ""by volume"": ""7.1 : 1"", ""10 c"": ""13 h"", ""20 c"": ""5 h"", ""30 c"": ""~4 h"", ""5 c"": ""18 h"", ""40 c"": ""3 h"", ""80 c"": ""45 min"", ""0 c"": ""52 h"", ""dry film thickness"": ""60 μm"", ""wet film thickness"": ""100 μm"", ""consumption"": ""~0.130 kg/m²"", ""voc"": ""~33.2 g/m²"", ""packaging"": ""SikaCor® EG-530 kg and 10 kg net."", ""colour"": ""RAL and NCS colour shades"", ""shelf_life"": ""2 years from date of manufacture"", ""storage_conditions"": ""In originally sealed containers in a cool and dry environment."", ""density"": ""~1.3 kg/l""}",SikaCor® EG-5 is a 2-pack acrylic polyurethane top coat. Suitable for use in hot and tropical climatic conditions. In originally sealed containers in a cool and dry environment.,SikaCor® EG-5 is a 2-pack acrylic polyurethane top coat. Suitable for use in hot and tropical climatic conditions.,,,119494,118814.119445.119493.119494,https://gcc.sika.com/en/construction/flooring-and-coating/industrial-coating/sikacor-eg-5.html,Floor coating (liquid),"The product SikaCor EG-5 is described as a 2-pack acrylic polyurethane top coat, which is suitable for use in hot and tropical climatic conditions. This description aligns with the characteristics of a floor coating (liquid), making Type-level category ID 119494 the most appropriate classification."
Sika,Sika Boom® S,,Sealing Bonding,Expansion Foam,"{""packaging"": ""500 ml can with rubber valve, 12 cans per box 750 ml can with rubber valve, 12 cans per box"", ""colour"": ""Light yellow"", ""composition"": ""1-Component polyurethane"", ""shelf_life"": ""Sika Boom® S has a shelf life of 12 months from the date of production, if stored properly in undamaged, original, sealed packaging, and if the storage conditions are met. Opened cans of Sika Boom® S must be used within 4 weeks."", ""storage_conditions"": ""Sika Boom® S shall be stored in an upright position, in dry conditions, protected from direct sunlight and at temperatures between +5 °C and +25 °C.""}","Sika Boom® S is a 1-component, fast curing polyurethane foam made for easy application.","Sika Boom® S is a 1-component, fast curing polyurethane foam made for easy application.",,,119489,118814.119445.119482.119489,https://gcc.sika.com/en/construction/sealing-bonding/expansion-foam/sika-boom-s.html,PU-foam (building material),"The product Sika Boom S is a 1-component, fast curing polyurethane foam, which matches the description of PU-foam (building material) in the given candidates. The product's composition, usage, and technical specs align with the characteristics of PU-foam, making it the most suitable type-level category."
Sika,Sika Boom®-115 Flame resistant,115,Sealing Bonding,Expansion Foam,"{""packaging"": ""750 ml can with rubber valve, 12 cans per box"", ""colour"": ""Pink"", ""composition"": ""1-Component polyurethane"", ""shelf_life"": ""Sika Boom®-115 Flame resistant has a shelf life of 12 months from the date of production, if stored properly in undamaged, original, sealed packaging, and if the storage conditions are met. Opened cans of Sika Boom®-115 Flame resistant must be used within 2 weeks."", ""storage_conditions"": ""Sika Boom®-115 Flame resistant shall be stored in an upright position, in dry conditions, protected from direct sunlight and at temperatures between +5 °C and +25 °C."", ""density"": ""~14-20 kg/m3""}","Sika Boom®-115 Flame resistant is a Flame Resistant, 1-componant PUR foam. Sika Boom®-115 Flame resistant is designed for application where low flammability or flame retardant rating is required. Suitable for use in hot and tropical climatic conditions.","Sika Boom®-115 Flame resistant is a Flame Resistant, 1-componant PUR foam. Sika Boom®-115 Flame resistant is designed for application where low flammability or flame retardant rating is required. Suitable for use in hot and tropical climatic conditions.",,,119489,118814.119445.119482.119489,https://gcc.sika.com/en/construction/sealing-bonding/expansion-foam/sika-boom-115-flameresistant.html,PU-foam (building material),"The product Sika Boom-115 Flame resistant is a 1-component PUR foam, which matches the description of PU-foam (building material) in the candidate list. The product's properties, such as being a flame-resistant polyurethane foam, align with the characteristics of PU-foam, making it the most suitable type-level category."
Sika,SikaTop®-550 Seal,550,Waterproofing,Waterproofing Mortar,"{""20c"": ""~6 hours"", ""packaging"": ""Available in 20 kg double pack"", ""colour"": ""Available in three standard colours: \n  Light GreyWhite Dark Grey"", ""composition"": ""Component A: Powder Component B: Liquid"", ""shelf_life"": ""9 months from date of production if stored properly in undamaged and original sealed packaging."", ""storage_conditions"": ""Store in original unopened packaging in cool and dry conditions between +5 °C and +35 °C. Protect from direct sunlight and frost."", ""density"": ""~1.82 kg/l (fresh mortar at +25°C)""}","SikaTop®-550 Seal is a two-component acrylic modified cementitious coating that requires on site mixing to form product to waterproof and resurface concrete, masonry, and most other construction materials. Can be applied by stiff brush, roller, or trowel, and it forms a waterproof coating. SikaTop®-550 Seal provides an effective barrier to waterborne salts and atmospheric gases. Fluid applied, SikaTop®-550 Seal provides a hard wearing, seamless, waterproof membrane. SikaTop®-550 Seal is composed of specially selected cements, silica sand and reactive fillers supplied in powder form together with a liquid component of blended acrylic copolymers and wetting agents. Suitable for use in hot and tropical climatic conditions.","SikaTop®-550 Seal is a two-component acrylic modified cementitious coating that requires on site mixing to form product to waterproof and resurface concrete, masonry, and most other construction materials. Can be applied by stiff brush, roller, or trowel, it forms a waterproof coating. SikaTop®-550 Seal provides an effective barrier to waterborne salts and atmospheric gases. Fluid applied, SikaTop®-550 Seal provides a hard wearing, seamless, waterproof membrane. SikaTop®-550 Seal is composed of specially selected cements, silica sand and reactive fillers supplied in powder form together with a liquid component of blended acrylic copolymers and wetting agents. Suitable for use in hot and tropical climatic conditions.",,https://gcc.sika.com/dam/dms/gcc/r/pds-sikatop-550seal.pdf,119468,118814.119445.119467.119468,https://gcc.sika.com/en/construction/waterproofing/waterproofing-mortar/sikatop-550-seal.html,Ready-made mortar (concrete repair),"The product SikaTop-550 Seal is a two-component acrylic modified cementitious coating used for waterproofing and resurfacing concrete, masonry, and other construction materials. It is a type of ready-made mortar used for concrete repair, which matches the description of the selected type."
Sika,Sika Waterbar®-940,940,Waterproofing,Joint Waterproofing,"{""standard profile"": ""Width (mm)"", ""iej internal expansion joints"": ""150 , 200 and 250"", ""icj internal construction  contraction joints"": ""150 , 200 and 250"", ""eej external expansion joints"": ""150 , 200 and 250"", ""ecj external construction  contraction joints"": ""150 , 200 and 250"", ""icjx"": ""250"", ""iejx"": ""250"", ""eejx"": ""250"", ""ecjx"": ""250"", ""80- 85"": ""(ASTM D2240)"", ""packaging"": ""Standard Profile:Width (mm) Roll size  IEJ (Internal Expansion Joints)150 , 200 and 250 15 mICJ (Internal Construction / Contraction Joints)150 , 200 and 250 15 mEEJ (External Expansion Joints)150 , 200 and 250 15 m ECJ (External Construction / Contraction Joints)150 , 200 and 250 15 m Special profile with 10 mm thick:ICJ/X 25010 m IEJ/X 25010 m EEJ/X 25010 m ECJ/X 25010 m  \n  320 mm and 350 mm special size available for some profiles, please contact Sika presentative.For detailed shape and illustration of waterbar options, please refer to General Method Statement."", ""colour"": ""Blue or Yellow"", ""composition"": ""PVC-P (plasticized)"", ""shelf_life"": ""Up to 60 months from date of production."", ""storage_conditions"": ""Store in undamaged, unopened, original sealed packaging in dry conditions at temperatures between +5°C and +35°C. Protect from direct sunlight, heat and moisture.""}","Sika Waterbar®-940 is a range of centrally placed and externally placed PVC Waterstops extruded from high grade PVC compound. Store in undamaged, unopened, original sealed packaging in dry conditions at temperatures between +5°C and +35°C. Protect from direct sunlight, heat and moisture.",Sika Waterbar®-940 is a range of centrally placed and externally placed PVC Waterstops extruded from high grade PVC compound.,,https://gcc.sika.com/dam/dms/gcc/e/pds-sika-waterbar-940.pdf,119492,118814.119445.119482.119492,https://gcc.sika.com/en/construction/waterproofing/joint-waterproofing/sika-waterbar-940.html,"Joint sealant, water stop, joint profile (building material, unspecified)","The product Sika Waterbar-940 is a range of centrally placed and externally placed PVC Waterstops, which matches the description of 'Joint sealant, water stop, joint profile (building material, unspecified)'. This category is the most specific and relevant to the product, as it directly mentions water stops, which is the primary function of the Sika Waterbar-940."
Sika,Sikacrete®-113 PP SR,113,Refurbishment,Concrete Repair,"{""packaging"": ""25 kg bag"", ""colour"": ""Grey powder"", ""composition"": ""Sulfate resistant cement, selected fillers and aggregates, special additives"", ""shelf_life"": ""12 months minimum from date of production"", ""storage_conditions"": ""Store in undamaged, unopened, original sealed packaging in dry condition at temperatures between +5 °C and +35 °C. Protect from direct sunlight, heat and moisture."", ""fresh_mortar_density"": ""~2.3 kg/l (25 °C)""}","Sikacrete®-113 PP SR is a cementitious, sulfate resistant, pre-bagged, free flowing, one component, non-shrink precision micro-concrete with high early and ultimate strength. Suitable for use in hot and tropical climatic conditions. Sulfate resistant cement, selected fillers and aggregates, special additives","Sikacrete®-113 PP SR is a cementitious, sulfate resistant, pre-bagged, free flowing, one component, non-shrink precision micro-concrete with high early and ultimate strength. Suitable for use in hot and tropical climatic conditions.",,,119468,118814.119445.119467.119468,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sikacrete-113-ppsr.html,Ready-made mortar (concrete repair),"The product Sikacrete-113 PP SR is described as a pre-bagged, free flowing, one component, non-shrink precision micro-concrete, which aligns closely with the characteristics of a ready-made mortar for concrete repair. This classification is further supported by the product's composition, including sulfate resistant cement, selected fillers and aggregates, and special additives, all of which are typical components of ready-made mortars used in concrete repair applications."
Sika,Sika MonoTop®-412 HS,412H,Refurbishment,Concrete Repair,"{""packaging"": ""25 kg paper bags"", ""colour"": ""Grey powder"", ""composition"": ""Polymer containing cementitious mortar with different additives and synthetic fibres"", ""shelf_life"": ""12 months minimum from date of production"", ""storage_conditions"": ""Store in a cool, dry area in original sealed packaging and at temperatures between +5 °C and +35 °C. Protect from direct sunlight, heat and moisture."", ""fresh_mortar_density"": ""~2.20 kg/l""}","Sika MonoTop®-412 HS is a single component cementitious, silica fume containing, synthetic fibre reinforced, structural repair mortar that contains Portland Cement, well graded sands, specially selected fibres and additives to improve the fresh and hardened properties. Suitable for use in hot and tropical climatic conditions. Sika MonoTop®-412 HS follows the main requirements of EN 1504-3:2006 class R4","Sika MonoTop®-412 HS is a single component cementitious, silica fume containing, synthetic fibre reinforced, structural repair mortar that contains Portland Cement, well graded sands, specially selected fibres and additives to improve the fresh and hardened properties. Suitable for use in hot and tropical climatic conditions.",,,119468,118814.119445.119467.119468,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sika-monotop-412hs.html,Ready-made mortar (concrete repair),"The product Sika MonoTop-412 HS is a single component cementitious, silica fume containing, synthetic fibre reinforced, structural repair mortar, which matches the description of 'Ready-made mortar (concrete repair)'. This category is the most specific and accurate among the provided options, as it directly relates to the product's purpose and composition."
Sika,SikaEmaco® P 5000 AP,5000A,Refurbishment,Concrete Repair,"{""corrosion protection"": ""pass"", ""shear adhesion of coated steel to concrete in comparison to uncoated steel to concrete"": ""≥ 80 %"", ""packaging"": ""5 kg plastic pail"", ""colour"": ""Light grey powder"", ""shelf_life"": ""12 months from production date"", ""storage_conditions"": ""Store in a cool and dry area in original packaging and at temperatures below +30 °C. Protect from direct sunlight, heat and moisture."", ""fresh_mortar_density"": ""~1.80 g/cm³  (EN 1015-6)""}","SikaEmaco® P 5000 AP is a single component, polymer modified, cementitious bonding and active protective primer used in concrete repair works. SikaEmaco® P 5000 AP reinstates a high pH environment and provides active corrosion inhibition to protect reinforcement steel. It can also be used as an adhesive bonding slurry for subsequent repair mortars. When mixed with water, it forms a slurry that can be applied by brush to the clean exposed reinforcement, or directly on the dampened, prepared concrete substrate when used as a bonding coat. Store in a cool and dry area in original packaging and at temperatures below +30 °C. Protect from direct sunlight, heat and moisture.","SikaEmaco® P 5000 AP is a single component, polymer modified, cementitious bonding and active protective primer used in concrete repair works. SikaEmaco® P 5000 AP reinstates a high pH environment and provides active corrosion inhibition to protect reinforcement steel. It can also be used as an adhesive bonding slurry for subsequent repair mortars. When mixed with water, it forms a slurry that can be applied by brush to the clean exposed reinforcement, or directly on the dampened, prepared concrete substrate when used as a bonding coat.",,https://gcc.sika.com/dam/dms/gcc/n/pds-sikaemaco-p-5000ap.pdf,119469,118814.119445.119467.119469,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sikaemaco-p-5000ap.html,Reinforcement protection product (concrete repair),"The product SikaEmaco P 5000 AP is specifically designed for reinforcement protection in concrete repair works, providing active corrosion inhibition to protect reinforcement steel. This aligns closely with the description of 'Reinforcement protection product (concrete repair)', making it the most suitable Type-level category."
Sika,SikaLatex®,,Refurbishment,Concrete Repair,"{""25 mm"": ""0.1 - 5.0 mm"", ""packaging"": ""20 L cans and 200 L drums"", ""colour"": ""White liquid"", ""composition"": ""Styrene butadiene emulsion"", ""shelf_life"": ""12 months"", ""storage_conditions"": ""Store properly in undamaged original sealed packaging, in dry cool conditions at temperatures between 5 °C and 30 °C. Protect from direct sunlight, contamination and moisture."", ""density"": ""~1.0 kg/l"", ""total_chloride_ion_content"": ""≤ 0.1 %""}","SikaLatex® is a synthetic rubber emulsion that is used as admixture for cementitious bonding bridges and high quality site-mix mortars. Suitable for use in hot and tropical climatic conditions. SikaLatex® is certified according ""Low Emitting Materials as per Al Sa'fat - Dubai Green Building Evaluation System"" by Dubai Central Laboratory (DCL) certificate No. CL17020432",SikaLatex® is a synthetic rubber emulsion that is used as admixture for cementitious bonding bridges and high quality site-mix mortars. Suitable for use in hot and tropical climatic conditions.,,,119472,118814.119445.119467.119472,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sikalatex.html,Concrete repair (unspecified),"The product SikaLatex is a synthetic rubber emulsion used as an admixture for cementitious bonding bridges and high-quality site-mix mortars, which falls under the category of concrete repair. Among the given options, 'Concrete repair (unspecified)' is the most suitable type-level category as it directly relates to the product's application in refurbishment and concrete repair, even though it's more of an additive than a direct repair solution."
